,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
372,BsxMKjLnySz,2019-01-18 08-13-53,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Seated cable rows is a great variation to target your back musclesMainly lattismus dorsi teres major as well as your posterior deltsNow here the main thing to keep in mind is that I have seen people taking so much weightAnd then using momentum or using compensatory movement to pull that enormous weightNow keep in mind that if you will take so much weight and your elbow is not at all doing extension then how would be your elbow extensor musclesAs mentioned above would workso take a weight with which you can extend your elbow properly or contract your extensorskeep your back straight Dont forget to breathe✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,17.53,UNK,-1,UNK,
373,BxuehrjDpPu,2019-05-21 13-27-31,deadlift;deadlifts;power;powerlifting;powerliftinglife;lifting;gym;gymlife;puregymkirkstall;tattoos;benchpress;squats;fitnessmotivation;fitness;backworkout;backday;pushday;pullday;legday;bulk;bulking,A nice Smooth 160kg for a single,1020453330,53.816146771,-1.604297609,0,UNK,UNK,6.52,UNK,-1,UNK,
374,BwW4EApgaj2,2019-04-17 13-08-50,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;pausedsquats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,The front corner crew making Paused Squats look easy last night 🔥🏋️‍♀️ Technique on the money 💰 depth looking good 👌 and some very strong lifting 💪,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,18.83,UNK,-1,UNK,
375,Bh7YyXEhCzW,2018-04-23 21-24-14,fitness;fitnessjourney;weightloss;healthylifestyle;behealthy;tabataworkout;burpees;weightloss;deadlifts;womenpower;personaltrainer;befitbycosta,Only hard work and determination can make your dreams come true💪💪💪💪If you want to be in the best shape of your life Contact me for Personal Training at 07785611446 Now offering ONLINE PERSONAL TRAINING Weekly support 247 support Nutritional advice Location independent Great value for the money,227561342,52.5833,-0.25,0,UNK,UNK,14.0,UNK,-1,UNK,
376,BxVYRrTH89q,2019-05-11 19-31-56,saturdayvibes;fitnessmotivation;pilateslovers;core;sffitness;reformerpilates;pilates;pilatesbody;pilatesgirl;pilatesreformer;pilatescommunity;motivation;reformer;pilatestime;igsanfrancisco;pilatesstudio;pilatesfit;pilateslife;sfpilates;josephpilates;pilateseveryday;pilatesmat;sanfran;pilatesteacher;sflife;pilatesinstructor;sflife;pilateslover,Working all those good small muscles with evan,2206350406270948,37.79997,-122.44082,0,UNK,UNK,11.0,UNK,-1,UNK,
377,BtG6Hang3GV,2019-01-26 18-44-39,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;trapbardeadlift;deadlift;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Some of the highlights from Thursdays big Trap Bar Deadlifts 🎥🔥 ⭐ lees87 120 kg x 8 8 reps at her old 1 rep max 📈 ⭐ 135 kg x 8 Another PB in the bag 🙌 ⭐ 140 kg x 8 Not long ago this was Abis 1 rep max 🎉 ⭐ 140 kg x 8 PBs dropping like flies for Linsey at the mo ☝️ ⭐ 140 kg x 7 So close to being back to full strength now 👌 ⭐ monster87 185 kg x 8 Crazy strong lifting from Sarah and a big PB too 💪 With bootcamp absolutely jumping 🏃‍♀️🏃 at the moment it is so hard to capture all the big performances on camera 📸 but we couldnt be happier with the progress everyone is making already at this early point in the year 🏋️‍♀️🏋️😃,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,22.73,UNK,-1,UNK,
378,Buaz3eLAj64,2019-02-28 08-35-32,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;lifting;dumbbellbenchpress;dumbbells;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Back on the Dumbbell Bench Press 🏋️‍♀️🏋️ Rep targets getting smashed already 🎯💪,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,21.0,UNK,-1,UNK,
379,BuxjF7YHnch,2019-03-09 04-52-21,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Big boy arm session last night 80kg dips which nearly resulted in a back yard circumcision but the forey survived 😂😂 transformationcoach,1987326174923317,-37.90046,145.13768,0,UNK,UNK,13.4,UNK,-1,UNK,
380,BtYUi8GgcUO,2019-02-02 12-56-11,,Chest Biceps Finishing the week off strong Credit to fitness for his 30 program,213094191,37.51502,127.01648,0,UNK,UNK,21.24,UNK,-1,UNK,
381,BwqfNgRAKV-,2019-04-25 04-39-21,musclenation;bicepworkout;forearmworkout;melbournegym;melbournefitness;fitness;bodybuilder;bodybuilding;gym;gymmotivation;fatigue;grind;workout;hardwork;biceps;armworkout,21’s are an absolute killer 7 reps half way up 7 reps halfway down 7 full reps Biceps and forearms will 100 be dead after this one💪,1016517089,-37.9576111,145.0383301,0,UNK,UNK,30.85,UNK,-1,UNK,
382,Bn9jj9TAqVa,2018-09-20 20-46-19,sunshinecoast;sunnycoast;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Off the bicycle and still lifting heavy 👌👌 210kg decline,335125698,-26.72795,153.119,0,UNK,UNK,20.33,UNK,-1,UNK,
383,BzUhZcBlhLw,2019-06-30 04-34-08,sweat;motivation;momswholift;gymgoals;converse;strongmom;fitmomsofig;gymgirl;fitlife;getfit;sweatlife;workoutinspo;glutes;workouts;fitgirlfollow;exercisevideos;fitprogress;gymlife;fitnessjourney;planetfitness;armworkouts;workoutideas;legworkouts;legday;powerofshe;workoutvideos;gymvideos;quickworkout;grindtime,repost via from Booty Day 🍰🍑 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ The 8 week challenge guide is LIVE and starts on July 8 Click the link in my bio to join 💜 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ The gym was still lookin cray today but EVERYTHING got replaced in there so I’ll have some new new to show you Y’all will have to let me know if I’m ever on a machine that you don’t have so I can show alternatives 🤙🏻 • 1️⃣ Glute Bridge 4x20 2️⃣ RDL 4x12 3️⃣ Single Dumbbell RDL 4x12 4️⃣ Good Morning 4x10 5️⃣ Glute Kickback Machine 4x24 12leg I think I’m in love with this machine Hits the booty riiiight 💃🏻🍑 6️⃣ Wide Stance Seated Leg Press 4x12 7️⃣ Seated Leg Curl 4x15 • 🎧 Top Leggings Salutation Tight 💜,UNK,UNK,UNK,0,UNK,UNK,10.7,UNK,-1,UNK,
384,BvzYO1rHnwj,2019-04-03 18-10-51,instafit;fitnessurbano;ilovesf;legs;fitfam;corefitness;fitness;shreds;wundachair;fitlife;bayarea;sflife;sfpersonaltrainer;teamnoquit;wundachairwednesday;shredlife;fitspo;gym;personaltrainer;sf;workout;noquit;fitnessmotivation;sanfrancisco;sffitness;noquitsociety,Balancing exercises on the Wunda Chair It’s all about focus and confidence rhoades 📷,2206350406270948,37.79997,-122.44082,0,UNK,UNK,30.72,UNK,-1,UNK,
385,BrmcE9CF14s,2018-12-20 07-23-54,crossfitlovers;crossfitters;crossfit;crossfitlife;teenagecrossfitter,Pb 130kg improved 10kg since last 1rm😁💪🏽crossfitlovers,UNK,UNK,UNK,0,UNK,UNK,9.649,UNK,-1,UNK,
386,Bqth1O1HO7_,2018-11-28 05-04-21,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,This hammer cable curls is a variation which hits all the heads of biceps But particularly it is done for the brachialis muscleIf you want that width in your front arm then this is a particular exercise for it Now in the concentric part that is when you contract make sure your arm forms a diagonal to your body That is contract your arm diagonally to the centre of your body that is the time when your brachialis comes in action Also keep your elbow fixed And dont forget to breathe ✌️,UNK,UNK,UNK,0,UNK,UNK,16.63,UNK,-1,UNK,
387,BwJwU3mH76Z,2019-04-12 10-46-33,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Absolute rubbish angle for the legs but finishing off a heavy dead’s a row session with 100kg dumbbell’s will keep me happy,1987326174923317,-37.90046,145.13768,0,UNK,UNK,35.97,UNK,-1,UNK,
388,Bo3VnPQhdrA,2018-10-13 07-27-55,TheRoadTo200;bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;deadlift;powerlifting;powerliftingmotivation;goals;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Big shout out to for last nights efforts 🏋️‍♂️🔥 A while back we set some longterm goals 🎯 and he smashed the 180 kg Deadlift last night thats over 25 times bodyweight 💪🙌 So that takes us to ⭐ Squat 140 kg ✔️ ⭐ Bench Press 100 kg super close now ⭐Deadlift 180 kg ✔️ I guess that means we need a few new goals then 📈🎯 TheRoadTo200,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,3.82,UNK,-1,UNK,
389,Bvm9_8OltHC,2019-03-29 22-25-04,fit;fitness;health;gym;workout,Care to give it a try 😁👌 Tag a friend By,UNK,UNK,UNK,0,UNK,UNK,44.29,UNK,-1,UNK,
390,Bscz81ODeVA,2019-01-10 10-11-22,highprotein;bodybuildingmotivation;benchpress;lifting;gymselfie;flexing;armsworkout;arms;biceps;power;powerlifting;deadlift;fitfam;abs;fitnessmotivation;motivation;pushworkout;workoutmotivation;workout;gymlife;fitness;fitfam;transformation,It’s all been leading up to this but I bottled it 220kg fail on lockout of all things,1020453330,53.816146771,-1.604297609,0,UNK,UNK,19.68,UNK,-1,UNK,
391,BpB4z_mgeYA,2018-10-17 09-42-55,Acroyoga;peacockpose;acro;yoga;base;fly;ibase;howstheserenity,I was able to practise some ACRO YOGA tonight with This woman is demanding to say the least You say you’re done so she just jumps on you and hopes you will base her anyways 😂😂😂🤷🏼‍♀️💪🏾💪🏾🤸🏼‍♂️🤸🏼‍♀️🤸🏼‍♂️🤸🏼‍♀️ Acroyoga peacockpose acro yoga base fly ibase PS Dem Birds and Dat Garden,UNK,UNK,UNK,0,UNK,UNK,40.19,UNK,-1,UNK,
392,BzF07MGAtMg,2019-06-24 11-38-55,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;deadlift;deadlifts;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Weve been back on the straight bar Deadlifts for 3 weeks now and already is pulling her old 1 rep max for a set of 5 💪 110 kg x 5 🔥🎉 Strength and general fitness levels are flying up 📈🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,13.89,UNK,-1,UNK,
393,BJz2SQbDoIL,2016-09-01 10-34-25,lowcarbs;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting;lowcarbs;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,Still doing the Calisthenicslowcarbs,230466545,,,0,UNK,UNK,25.243000000000002,UNK,-1,UNK,
394,BwUlkCwgtRN,2019-04-16 15-38-18,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;powerlifting;lifting;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,getting it done on the Squats again 💪🔥 High Bar 130 kg x 5 Last time he hit this he had knee sleeves on this time no sleeves or even a belt in sight 👀🏋️📈 Dat depth doe 👌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,26.25,UNK,-1,UNK,
395,BeFk03cD5C8,2018-01-18 10-17-13,highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting;myyellowgym,300kg leg press 4x10 working on both fast and slow twitch muscle fibres today Really important to grow bigger and stronger Love a good left press tho,1045775898900388,53.80351,-1.5799399,0,UNK,UNK,28.0,UNK,-1,UNK,
396,BSlekLzAS0n,2017-04-07 13-20-19,pilates;pilatesbody;pilatesreformer;penelope;OnPointeSF;onpointetrainingsf;buildyourself;buildyourselfonpointe;pilatesbodies;pupswholovepilates;ToDreamToDo,rhoades is a true multitasking mama ❤️🐶💪🏽 ・・・ Penelope and Pilates such a good combo pilates pilatesbody pilatesreformer penelope,UNK,UNK,UNK,0,UNK,UNK,3.5660000000000003,UNK,-1,UNK,
397,Bwgi8m6Fr1E,2019-04-21 07-06-35,,Bit of legless rope climbs practising for the comp with,UNK,UNK,UNK,0,UNK,UNK,29.17,UNK,-1,UNK,
398,BvrOiYgnb0W,2019-03-31 14-18-15,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Why I have been creating that slight angle while sitting on the bench from the hip or why have I been leaning a lil bit forward 🤔🤔 So heres the ans for it Now I am doing shoulder abduction or dumbell lateral raises in the frontal plane here Now when your doing lateral raise while keeping your hip a lil bit flexed which I am doing here The over rotation which is occuring at the shoulder joint is minimised which forces your medial delt to come into the action fully which is 100 percent partial in the position when your keeping your back straight means your front delt is taking all the stimulation which actually your medial delt should take in the position when you keep your back straight So incorporate this thing in your workout also keep your form tight dont forget to breathe ✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,223160498542941,22.30944,73.17999,0,UNK,UNK,30.22,UNK,-1,UNK,
399,BpLhcvulDzy,2018-10-21 03-35-16,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;physiqueapparel;barbell;bar;benchpress;bench;biceps;triceps;chestday;chestflys,Some chest work today Incline bench flys are one of the variations that works best for your upper pectoralis or upper portion of the pectoralis major So lot of things here to take care of first of all avoid contact of the dumbells when you squeeze at the topanother one is stretch out your pecs as much as possible then squeeze at the top that is atmost necessary Dont keep your dumbells at the level of your forehead or mouth Keep it upon your upper portion of your pecs And one more sugg is that keep this exercise at the last after performing your heavy movements And last but not least dont forget to breathe,UNK,UNK,UNK,0,UNK,UNK,38.209,UNK,-1,UNK,
400,BuNywZ5HGcZ,2019-02-23 07-22-41,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Unilateral shoulder lateral raise are a great variation for the people suffering from deltoid imbalancesNow keep your form tight here notepls dont take momentum as your doing with one hand chances are very much that you will use momentumBut if you can really keep your form tight keep the wrist pronated tightly throughout the trajectoryThen you will definitely feel that burn in your medialBecause this movement is anatomically called as shoulder abductionAnd uniqueness of this movement is that shoulder abduction only only hits single muscleNot unlike other muscle groupy which involve secondary muscles tooAlso dont forget to breathefitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,21.33,UNK,-1,UNK,
401,BmxOQi0FLgv,2018-08-22 05-29-17,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;eatfit;eatcleantraindirty;eatingwell;gymshark;nevergiveup,Now last to last week I got infected with the viral fever It lasted for 8 days during this days the fever was continuously around 102104Easily I lost 11lbs Today was my first day in the gym Still I did this weighted pullups😂 And got fatigued can barely do 3 reps with a very bad form😄 fitnessfitfitnessmotivationfitnesslifestyle hardwork back instafitfam instagram instafitnessthefitnessnetfitnessphysiquefitnesslovergymislifefitstagraminstamuscleeatfiteatcleantraindirty eatingwellgymshark nevergiveup Summer sale is going on for Use my discount code ERIC to get discount There is also 80 off,UNK,UNK,UNK,0,UNK,UNK,6.34,UNK,-1,UNK,
402,BggQUhKg5bc,2018-03-19 12-07-41,fitness;peterborough;fit4lesspeterborough;fitnessmotivation;weightlossjourney;weightlosstransformation;fitnessjourney;personaltrainer;befitbycosta,If you can dream it you can do it If you want to be in good shape even if you are 16 or 60 come to me to personal training at Fit4less or contact me at 07785611446,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
403,BeQmU3DAZ9u,2018-01-22 17-01-35,ToDreamToDo,If the rain has been killing your vibe we’ve got you covered with this workout of Rachel and Camden filled with cuteness to brighten your day 😍😍😍 — For the mommas out there Rachel will be starting her starting Postnatal Mommy Baby class this Wednesday at 1100am If you would like more information or to sign up feel free to DM or our page for details,UNK,UNK,UNK,0,UNK,UNK,10.0,UNK,-1,UNK,
404,BzHs7iqjiYS,2019-06-25 05-05-19,WABDL;benchdaddy;powerlifting;bench;squat;deadlift;power;strength;longhairdontcare;usmc;usmcretired;03marine;goodnightchesty;semperfi,On the road to WABDL World Championships in Las Vegas NV from November 1318 2019 Creature was hitting the bench today He put on his benchdaddy from He worked up to 165 lbs for a set of 16 Afterwards Creature pushed his arms with triceps and shoulder work And as always Creature wishes Chesty a good night wherever he is,UNK,UNK,UNK,0,UNK,UNK,59.86,UNK,-1,UNK,
405,BvyO1kKgYzs,2019-04-03 07-33-37,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;pausedbenchpress;powerlifting;strength;strong;liftingweights;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,💪♣️ 100 kg Bench Press Club 💪♣️ Craig is another member of the 100 kg club The particular focus during this block of training has been Paused Bench Press ⏸️🏋️ He made the 100 kg look so easy we ended up hitting 110 kg as per the video 🎥🔥 What makes this achievement even more notable is the fact that Craig broke his collar bone 🤕 a number of months ago It was a slow process letting the injury heal and then building back up but he is now stronger than ever 💪🙌 Superb progress Craig 📈,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,7.48,UNK,-1,UNK,
406,BgHxyuuAdUH,2018-03-09 23-53-32,fit4lesspeterborough;fitness;fitnessmotivation;fitnessaddict;fitnessjourney;fitnessgirl;weightlossjourney;weightloss;life;personaltrainer;befitbycosta,If you can dream it you can do it 💪💪💪,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
407,Bs2EhZuHu1w,2019-01-20 05-41-28,powerlifting;squats;sbd;addidas;exercise;lifting;lightweight;easy;sumodeadlift;pain;fitness;fit;ruccisgym;benchpress;quads;smallcalves;deadlift;motivation;loadedlifting,W1 D2 First session doing low bar so I feel like my depth was a bit off 125 x 5 felt surprisingly good considering its 42° and its low barfollowed by 2Board Bench press 3Belt squat 4 Single leg RDL 5 Pull up 6 Copenhagen Side Plank 7 Ab Wheel 8 Bird Dog DB Row,249703460,-31.86515,115.89625,0,UNK,UNK,13.94,UNK,-1,UNK,
408,BkhEb32lcUP,2018-06-27 05-45-18,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;shoulderday;shoulderworkout;nevergiveup;innerbeastclothing,This is my favourite exercise Barbell shoulder press This is one of the best mass gainer exercise for delts,1017380593,22.3304806,73.2350082,0,UNK,UNK,23.99,UNK,-1,UNK,
409,BSOAmJ5g8ZL,2017-03-29 10-35-55,lowcarbs;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,More body weight,230466545,,,0,UNK,UNK,26.19,UNK,-1,UNK,
410,ByTMHeXHp4t,2019-06-04 19-39-15,crossfit;fitness;gym;workout;fit;bodybuilding;fitnessmotivation;training;motivation;fitfam;muscle;gymlife;instafit;lifestyle;health;sport;fitspo;abs;strong;fitnessmodel;healthy;weightlifting;personaltrainer;gymmotivation;powerlifting;crossfitgirls;wod;cardio;instagood;bhfyp,🤢3 RFT🤢 50 Box Step Ups 50 Single Arm Devil Press,270094466482372,52.0003345705,-2.110303677,0,UNK,UNK,20.509,UNK,-1,UNK,
411,BptGMTwnVZV,2018-11-03 04-26-47,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Some heavy shit today This dumbell presses are a great compound movement Because it involves multiple muscles of this shoulder girdle That is lattismus dorsi anterior deltoids trapezius as well your lower back Now particularly this variation the lateral one has helped me to get those rounded shoulders Keep the weight such that you can do 8 to 10 reps And dont forget to breathe ✌️,UNK,UNK,UNK,0,UNK,UNK,25.58,UNK,-1,UNK,
412,BnGO_hNAU8Z,2018-08-30 09-08-58,motivation;fitnessmotivation;fitspiration;fitspo;transformation;transformationinprogress;progressnotperfection;decidecommitsucceed;fitness;fitnesslife;fitnesslifestyle;fitnessblogger;fitnesscoach;fitnessfam;weights;weightlifting;weightliftingjourney;lifting;liftingheavy;trainhard;instalift;justlift;gainz;deadlifting;deadliftsfordays;deadlift;deadlifter;deadlifts;bodymotivation,adan with some small tweaks to his form he is now a pro deadlifter and had jumped up 40kg in 4 weeks,1020453330,53.816146771,-1.604297609,0,UNK,UNK,30.87,UNK,-1,UNK,
413,BUvGY04gHSt,2017-05-31 00-04-15,buildyourself;buildyourselfonpointe;onpointesf;sf;onpointetrainingsf;Pilates;pilatesbodies;pilatesallday;pilateseveryday;pilatesfit;pilateslife;pilatesforall;fitfam;fitness;training;getfit;getstrong;gethealthy;SanFrancisco;privatetraining;towertuesdays;pilatesforcyclists;pilatesbeforetheride;pilatesgirl;pilateslovers;ToDreamToDo,Kaitlyn embracing Tower Tuesday to prepare for the AIDS LifeCycle ride on Sunday Come check out our classes or schedule a private session ⠀ ⠀ ⠀ ⠀,257796984,37.799973,-122.440834,0,UNK,UNK,12.133,UNK,-1,UNK,
414,BtNwBPsDmNj,2019-01-29 10-20-24,highprotein;bodybuildingmotivation;benchpress;lifting;gymselfie;flexing;armsworkout;arms;biceps;power;powerlifting;deadlift;fitfam;abs;fitnessmotivation;motivation;pushworkout;workoutmotivation;workout;gymlife;fitness;fitfam;transformation,Light weight baby Come and join me at pure gym kirkstall and get strong For enquires Email me markseabournept com,1020453330,53.816146771,-1.604297609,0,UNK,UNK,26.27,UNK,-1,UNK,
415,Bi91ogehrvG,2018-05-19 16-54-34,bootcamp;glasgow;personaltraining;personaltrainer;grouptraining;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitfam;fitlife;instafit;instafitness;weights;weighttraining;deadlifts;deficitdeadlifts;strength;strong;girlswholift;gym;powerlifting;powerliftingmotivation;crossfit;strongman;learntolift;learntoliftbootcamp;learntolifttraining,Some highlights 🎥 from Thursday nights training including deadlifts deficit deadlifts and overhead presses 💪🏋️‍♀️🏋️ A tough workout a great effort by all 🙌,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,46.0,UNK,-1,UNK,
416,BmBCnaOnlEi,2018-08-03 12-17-16,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;liftheavy;fitfam;fitlife;fitspiration;weights;weighttraining;overheadpress;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,A bit of the Overhead Pressing 🏋️‍♀️🏋️ from yesterdays Bootcamps Overhead Presses both strict and push press are amongst our favourite exercises 🏆 They are excellent for working the shoulders triceps core and when it comes to push presses the legs as well 💪,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,18.1,UNK,-1,UNK,
417,BzQGA2vjpYa,2019-06-28 11-18-21,califit14;nasm;beachday;islandstrongalldaylong;longislandbeaches;gainzboxathlete;beachlife;strongwomen;fitforareason;backday;gainzbox;strength;therapy;islandstrong;surfer;fitnessjourney;trainhard;fighthard;backworkout;workout;sup;inspire;inspiration;islandstrong;strongisland;strongisland;lislandstrong;surfergirl;girlswhotrain;progressnotperfection;strongnotskinny,You’ve got this☀️ 💥Head on over to my health and fitness page for customized program information at wwwfacebookcomcalifit14 💥💥 💪🏻💪🏻gainz box athlete To save 10 off Your first gainz box follow link gainzboxpxfioW0bA3 and use discount code CALI💪🏻💪🏻 💥💥 Island Strong Ambassador Enjoy 20 off at a wwwlislandstrongcomdiscount20 off at cali20 💥,213957719,40.6183,-73.3981,0,UNK,UNK,5.0,UNK,-1,UNK,
418,BnjTKvwA9AM,2018-09-10 16-02-19,neverskipamonday;motivationmonday;motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,Getting in the hamstring gains with the prone leg curl today,1020453330,53.816146771,-1.604297609,0,UNK,UNK,10.8,UNK,-1,UNK,
